Store,Dept,Current_Stock,Lead_Time,Ordering_Cost,Holding_Cost,Supplier_ID
25,21,845,2,128,7,S002
25,22,278,5,471,15,S004
25,23,658,2,110,11,S002
25,24,769,6,196,21,S003
25,25,737,7,457,13,S001
25,26,681,7,302,13,S001
25,27,629,6,120,14,S005
25,28,937,6,138,17,S003
25,29,484,4,322,19,S002
25,30,715,6,201,9,S003
25,31,298,5,145,7,S001
25,32,596,7,165,12,S002
25,33,688,3,190,24,S003
25,34,238,7,263,14,S001
25,35,470,2,210,17,S002
25,36,996,7,437,7,S002
25,37,356,4,222,12,S001
25,38,274,6,292,13,S002
25,40,999,6,198,16,S001
25,41,329,7,390,15,S004
25,42,886,3,258,6,S004
25,44,283,3,202,22,S002
25,45,221,4,484,13,S002
25,46,658,2,380,6,S001
25,47,738,7,142,6,S002
25,48,906,6,183,7,S005
25,49,581,7,290,20,S004
25,50,947,4,150,23,S002
25,51,639,5,485,8,S002
25,52,803,5,309,22,S003
25,54,220,4,225,24,S002
25,55,502,6,168,22,S005
25,56,283,4,364,14,S004
25,58,973,6,357,15,S003
25,59,858,3,287,21,S001
25,60,652,4,329,24,S001
25,67,586,6,288,20,S004
25,71,706,4,109,24,S001
25,72,456,4,213,17,S005
25,74,769,6,175,6,S002
25,77,726,6,263,6,S004
25,78,361,2,184,18,S003
25,79,362,4,148,8,S002
25,80,992,5,425,21,S001
25,81,991,4,276,17,S001
25,82,723,4,486,8,S003
25,83,985,6,488,7,S005
25,85,470,4,317,16,S003
25,87,691,7,288,12,S004
25,90,407,4,445,6,S003
25,91,738,7,329,10,S001
25,92,783,5,354,14,S005
25,93,259,6,335,16,S005
25,94,629,4,125,14,S003
25,95,856,7,171,14,S004
25,96,804,7,360,7,S001
25,97,508,7,353,24,S002
25,98,719,3,370,14,S005
26,1,790,2,222,13,S003
26,2,226,5,243,24,S004
26,3,885,4,356,23,S004
26,4,761,3,243,18,S001
26,5,398,4,358,6,S005
26,6,586,4,146,9,S001
26,7,548,6,450,24,S002
26,8,892,6,112,12,S002
26,9,735,6,475,11,S002
26,10,577,3,307,10,S004
26,11,757,4,410,15,S005
26,12,726,2,334,16,S001
26,13,352,5,248,22,S001
26,14,933,6,421,23,S002
26,16,405,6,254,14,S005
26,17,654,4,265,18,S005
26,18,472,4,189,7,S003
26,19,435,3,285,22,S005
26,20,939,3,417,19,S005
26,21,720,6,457,10,S001
26,22,877,4,273,14,S005
26,23,925,2,316,16,S005
26,24,700,5,494,11,S001
26,25,316,4,363,21,S005
26,26,585,4,196,5,S001
26,27,543,7,216,22,S003
26,28,783,3,298,19,S004
26,29,594,5,419,23,S001
26,30,263,6,120,5,S001
26,31,916,4,299,9,S005
26,32,920,6,470,19,S001
26,33,271,4,440,7,S002
26,34,988,6,347,5,S002
26,35,473,5,375,12,S003
26,36,519,3,363,16,S001
26,38,537,5,157,23,S005
26,40,565,7,401,16,S005
26,41,694,2,130,17,S004
26,42,806,3,348,5,S003
26,44,365,5,192,23,S005
26,45,743,7,364,10,S004
26,46,210,2,370,12,S005
26,47,500,7,193,8,S004
26,48,928,4,253,9,S002
26,49,301,4,493,11,S002
26,50,624,6,384,8,S005
26,51,591,3,179,24,S003
26,52,978,4,391,8,S001
26,54,413,7,183,19,S003
26,55,890,3,464,9,S003
26,56,287,4,473,13,S001
26,59,752,6,136,6,S002
26,60,600,5,441,11,S002
26,67,787,6,426,21,S001
26,71,245,2,331,20,S004
26,72,871,4,192,21,S003
26,74,662,2,435,24,S005
26,77,791,2,201,6,S002
26,78,509,7,265,15,S005
26,79,285,3,258,6,S001
26,80,291,7,113,5,S005
26,81,859,4,472,6,S005
26,82,872,2,324,13,S003
26,83,913,5,172,6,S001
26,85,441,2,348,19,S005
26,87,201,5,190,14,S002
26,90,424,7,315,19,S001
26,91,944,7,189,14,S002
26,92,788,3,128,21,S004
26,93,315,2,404,13,S005
26,94,865,6,319,22,S001
26,95,302,7,427,8,S002
26,96,393,7,314,13,S005
26,97,365,3,320,20,S003
26,98,289,5,488,8,S002
26,99,885,3,141,20,S002
27,1,321,2,234,23,S004
27,2,342,4,141,5,S003
27,3,305,4,263,10,S004
27,4,627,5,460,14,S003
27,5,504,7,382,20,S002
27,6,516,5,157,8,S004
27,7,834,7,401,17,S005
27,8,208,7,421,20,S003
27,9,973,4,124,24,S002
27,10,272,5,172,10,S001
27,11,558,3,472,15,S003
27,12,422,7,228,7,S003
27,13,615,6,186,24,S005
27,14,752,6,429,14,S003
27,16,569,3,252,5,S003
27,17,915,6,281,24,S005
27,18,463,2,224,15,S005
27,19,889,7,166,16,S004
27,20,517,3,105,18,S002
27,21,283,5,224,12,S002
27,22,517,7,413,15,S004
27,23,310,3,425,8,S002
27,24,450,4,152,11,S003
27,25,582,5,165,14,S004
27,26,206,4,413,23,S004
27,27,658,7,181,8,S002
27,28,283,5,186,6,S001
27,29,407,6,101,22,S002
27,30,589,3,303,18,S001
27,31,513,7,249,20,S004
27,32,221,2,392,15,S001
27,33,609,5,202,14,S003
27,34,714,5,123,21,S005
27,35,326,7,467,18,S001
27,36,899,7,311,8,S005
27,37,213,4,164,23,S003
27,38,211,6,308,6,S005
27,39,286,4,350,11,S003
27,40,723,4,484,13,S005
27,41,736,6,216,23,S005
27,42,500,2,215,20,S002
27,44,442,4,336,20,S001
27,45,321,4,204,22,S005
27,46,346,5,358,15,S004
27,47,766,6,145,11,S002
27,49,949,3,410,13,S001
27,50,555,2,430,8,S002
27,51,884,2,315,17,S001
27,52,932,6,400,8,S003
27,54,830,7,432,23,S005
27,55,508,7,123,6,S004
27,56,894,5,134,13,S002
27,58,487,5,123,16,S002
27,59,506,6,127,6,S002
27,60,793,5,115,10,S002
27,67,922,2,158,9,S005
27,71,861,2,342,9,S001
27,72,748,3,306,24,S005
27,74,551,7,499,9,S003
27,77,511,6,370,8,S005
27,78,258,4,348,13,S005
27,79,842,7,366,14,S003
27,80,913,4,292,20,S005
27,81,954,3,434,14,S001
27,82,234,3,317,14,S004
27,83,644,5,214,23,S003
27,85,292,3,167,14,S002
27,87,406,3,398,10,S001
27,90,552,4,424,21,S004
27,91,531,5,496,9,S001
27,92,924,3,493,10,S001
27,93,358,7,174,19,S002
27,94,223,3,202,23,S004
27,95,603,5,396,22,S001
27,96,715,6,277,8,S002
27,97,931,5,314,12,S003
27,98,563,4,414,20,S002
27,99,581,6,138,23,S005
28,1,731,7,358,24,S002
28,2,351,2,303,7,S002
28,3,761,5,106,14,S002
28,4,888,4,148,6,S001
28,5,807,7,125,8,S004
28,6,816,6,260,10,S002
28,7,619,7,456,15,S002
28,8,449,5,275,18,S005
28,9,316,3,178,20,S005
28,10,711,5,101,23,S003
28,11,939,2,482,6,S003
28,12,777,5,231,21,S005
28,13,534,6,375,13,S004
28,14,617,6,216,21,S003
28,16,973,5,263,19,S004
28,17,494,6,387,11,S005
28,18,954,3,127,23,S003
28,19,570,7,432,7,S002
28,20,385,5,100,5,S005
28,21,445,3,287,8,S003
28,22,836,7,155,22,S004
28,23,467,7,134,12,S004
28,24,842,3,211,23,S003
28,25,436,4,385,10,S004
28,26,729,5,409,5,S003
28,27,751,7,135,12,S003
28,28,220,7,316,5,S004
28,29,936,6,179,23,S001
28,30,993,7,413,15,S002
28,31,719,3,182,19,S005
28,32,299,7,164,15,S002
28,33,951,4,424,23,S005
28,34,677,5,227,14,S005
28,35,798,5,406,16,S002
28,36,497,7,121,5,S003
28,37,725,2,315,11,S004
28,38,533,2,206,21,S001
28,40,201,3,208,14,S001
28,41,574,2,471,10,S001
28,42,492,3,456,21,S002
28,43,752,6,280,22,S002
28,44,517,3,455,9,S003
28,45,701,2,263,22,S001
28,46,580,7,167,21,S003
28,47,822,6,391,20,S001
28,49,213,2,279,12,S002
28,51,703,3,280,17,S004
28,52,430,4,268,20,S004
28,54,283,5,121,15,S004
28,55,329,2,165,10,S004
28,56,942,3,120,7,S005
28,58,344,6,199,5,S001
28,59,227,2,483,22,S004
28,60,265,2,399,9,S005
28,67,362,5,202,17,S005
28,71,428,3,146,14,S005
28,72,460,4,138,9,S003
28,74,648,6,384,18,S003
28,77,623,3,409,21,S005
28,78,659,6,189,5,S004
28,79,875,2,184,6,S001
28,80,500,5,372,11,S002
28,81,502,5,435,14,S003
28,82,486,7,287,24,S004
28,83,594,4,258,11,S004
28,85,209,5,342,20,S002
28,87,906,2,172,9,S002
28,90,829,4,148,16,S004
28,91,469,3,200,21,S002
28,92,791,5,101,20,S004
28,93,804,4,343,24,S002
28,94,977,2,275,20,S002
28,95,560,7,337,23,S004
28,96,456,6,497,19,S005
28,97,332,6,158,16,S004
28,98,475,2,452,14,S001
28,99,975,2,198,6,S002
29,1,882,6,458,11,S003
29,2,712,7,101,17,S002
29,3,512,4,342,7,S001
29,4,775,6,396,19,S003
29,5,483,2,310,5,S003
29,6,320,5,222,7,S004
29,7,306,3,328,14,S005
29,8,886,7,181,19,S004
29,9,403,7,243,10,S003
29,10,364,5,487,24,S003
29,11,504,5,239,19,S005
29,12,696,2,128,11,S002
29,13,831,6,490,9,S005
29,14,755,4,369,8,S004
29,16,355,7,346,22,S002
29,17,566,7,111,7,S004
29,18,918,5,454,21,S005
29,19,819,6,488,22,S002
29,20,450,7,436,22,S005
29,21,533,4,205,6,S001
29,22,841,5,131,17,S003
29,23,710,4,173,19,S002
29,24,492,6,270,9,S003
29,25,219,7,436,7,S001
29,26,481,3,168,9,S002
29,27,996,7,400,9,S003
29,28,200,6,461,9,S003
29,29,318,7,236,7,S002
29,30,234,7,199,7,S003
29,31,397,2,245,24,S003
29,32,684,7,108,22,S002
29,33,956,7,161,24,S003
29,34,258,4,284,8,S003
29,35,360,3,128,5,S004
29,36,890,4,480,20,S004
29,38,405,4,213,12,S001
29,40,211,5,242,21,S004
29,41,689,2,489,12,S004
29,42,475,4,219,11,S001
29,43,892,6,269,12,S003
29,44,441,6,256,16,S003
29,45,415,7,434,20,S004
29,46,450,5,448,16,S001
29,47,325,2,359,23,S003
29,48,416,2,181,14,S005
29,49,505,7,341,11,S002
29,51,996,6,271,16,S002
29,52,384,3,330,24,S002
29,54,238,5,307,9,S004
29,55,422,7,174,20,S002
29,56,383,5,369,13,S002
29,58,694,6,486,11,S005
29,59,626,6,213,24,S003
29,60,377,3,161,18,S005
29,67,627,3,461,15,S004
29,71,493,2,419,11,S002
29,72,350,5,201,14,S003
29,74,583,5,461,13,S002
29,77,837,6,309,8,S002
29,78,507,2,354,20,S004
29,79,535,7,119,14,S002
29,80,945,5,157,23,S001
29,81,574,2,211,21,S003
29,82,207,2,412,13,S003
29,83,540,6,295,17,S001
29,85,328,2,474,5,S004
29,87,975,3,452,6,S002
29,90,868,3,191,17,S002
29,91,551,4,151,13,S003
29,92,557,6,392,11,S004
29,93,716,7,107,20,S004
29,94,694,4,399,23,S004
29,95,285,3,197,11,S002
29,96,374,4,335,10,S004
29,97,392,6,488,22,S001
29,98,510,6,473,23,S005
29,99,318,2,168,15,S004
30,1,417,5,144,16,S005
30,2,626,2,236,14,S002
30,3,613,6,333,17,S004
30,4,313,3,131,16,S003
30,5,344,7,388,14,S002
30,6,737,3,225,24,S001
30,7,847,2,166,22,S001
30,8,502,7,129,8,S005
30,9,943,6,213,9,S005
30,10,787,3,303,9,S003
30,11,544,6,128,16,S003
30,12,200,7,230,7,S001
30,13,346,7,284,12,S004
30,14,486,3,352,6,S001
30,16,853,6,385,22,S001
30,17,252,4,492,13,S003
30,18,503,6,485,17,S005
30,19,268,7,161,11,S003
30,20,560,6,102,14,S003
30,21,801,2,167,13,S003
30,22,419,4,124,19,S001
30,23,903,5,278,9,S004
30,24,774,2,240,16,S001
30,25,784,5,330,5,S002
30,26,360,3,399,16,S003
30,27,880,5,262,10,S003
30,28,288,6,410,23,S002
30,29,887,5,492,23,S003
30,31,980,7,229,20,S003
30,32,784,2,345,23,S003
30,33,956,2,396,7,S002
30,34,788,5,271,14,S001
30,38,358,2,163,22,S003
30,40,688,7,130,17,S004
30,41,523,2,146,22,S002
30,42,809,5,229,7,S005
30,44,580,4,451,7,S002
30,46,301,4,432,16,S001
30,49,693,3,209,24,S002
30,52,843,2,168,11,S005
30,55,813,5,157,12,S004
30,56,218,2,205,13,S005
30,59,653,6,399,18,S002
30,60,681,7,429,9,S005
30,67,793,2,355,23,S002
30,72,596,2,411,20,S004
30,74,478,4,270,16,S004
30,79,564,7,482,8,S001
30,80,530,5,261,12,S004
30,81,840,2,385,11,S003
30,82,543,4,170,19,S005
30,83,654,3,354,10,S005
30,85,800,7,473,9,S002
30,87,924,4,154,18,S004
30,90,854,4,422,17,S001
30,91,264,4,496,14,S001
30,92,275,2,102,22,S001
30,93,910,2,125,8,S003
30,94,342,3,412,12,S004
30,95,804,6,225,15,S001
30,96,672,6,152,21,S003
30,97,616,6,297,22,S005
30,98,504,7,398,15,S002
30,99,935,7,287,20,S004
31,1,696,3,285,16,S004
31,2,490,7,404,17,S005
31,3,301,6,397,20,S004
31,4,466,6,303,5,S004
31,5,821,4,110,20,S004
31,6,976,7,458,19,S004
31,7,202,2,453,10,S003
31,8,284,2,245,16,S003
31,9,993,4,184,12,S002
31,10,527,4,199,11,S004
31,11,649,4,203,6,S005
31,12,653,2,145,16,S001
31,13,828,6,143,18,S002
31,14,420,4,377,20,S001
31,16,353,3,280,15,S001
31,17,864,4,286,24,S004
31,18,211,5,213,13,S005
31,19,332,4,354,14,S001
31,20,503,2,480,21,S001
31,21,492,7,479,16,S002
31,22,499,4,129,10,S005
31,23,939,7,363,23,S005
31,24,982,5,197,15,S001
31,25,242,3,412,13,S005
31,26,542,7,466,10,S002
31,27,525,6,428,20,S002
31,28,697,4,214,24,S002
31,29,563,5,375,20,S004
31,30,626,5,380,10,S001
31,31,220,7,374,9,S005
31,32,606,3,360,8,S002
31,33,818,2,430,6,S001
31,34,535,4,306,10,S001
31,35,316,5,483,13,S004
31,36,323,3,427,21,S005
31,37,598,6,310,18,S005
31,38,992,5,314,11,S002
31,40,914,3,139,23,S002
31,41,250,2,125,5,S001
31,42,982,2,126,24,S005
31,44,523,5,289,19,S005
31,45,988,5,182,22,S002
31,46,340,7,483,7,S003
31,47,669,4,269,22,S001
31,49,986,3,266,6,S005
31,51,533,5,287,14,S004
31,52,572,4,268,15,S004
31,54,763,7,388,7,S003
31,55,693,4,328,11,S002
31,56,738,5,196,12,S002
31,58,868,2,466,23,S002
31,59,950,3,115,22,S004
31,60,355,3,378,17,S002
31,67,490,2,234,17,S004
31,71,847,5,125,23,S003
31,72,343,3,451,16,S001
31,74,305,5,111,21,S005
31,77,619,7,171,16,S003
31,78,869,5,232,17,S004
31,79,857,4,205,16,S003
31,80,201,2,319,23,S005
31,81,788,5,472,18,S001
31,82,843,7,276,11,S005
31,83,289,6,381,17,S004
31,85,544,2,232,10,S005
31,87,549,3,121,23,S003
31,90,658,4,368,23,S002
31,91,462,3,260,8,S003
31,92,550,7,206,23,S004
31,93,307,7,378,13,S001
31,94,785,3,452,20,S005
31,95,238,2,334,8,S001
31,96,358,3,117,10,S004
31,97,782,5,341,12,S005
31,98,511,3,216,20,S003
31,99,440,4,385,9,S003
32,1,644,4,381,14,S004
32,2,497,6,243,17,S005
32,3,235,4,304,18,S003
32,4,283,3,138,11,S004
32,5,651,4,253,24,S004
32,6,974,2,275,10,S001
32,7,584,4,340,11,S003
32,8,371,5,485,9,S005
32,9,575,2,468,22,S003
32,10,884,6,233,16,S003
32,11,561,5,145,10,S003
32,12,758,3,149,5,S004
32,13,340,3,265,8,S002
32,14,317,3,205,23,S002
32,16,476,5,315,16,S001
32,17,925,5,245,19,S003
32,18,419,5,171,7,S002
32,19,225,2,429,24,S001
32,20,720,7,372,12,S004
32,21,982,2,346,15,S003
32,22,209,3,285,20,S005
32,23,577,7,169,13,S004
32,24,832,4,249,7,S001
32,25,836,3,345,9,S004
32,26,881,6,361,24,S005
32,27,783,2,125,18,S004
32,28,351,5,239,19,S001
32,29,919,2,198,10,S005
32,30,248,5,497,8,S005
32,31,353,7,377,12,S004
32,32,492,6,150,23,S005
32,33,779,7,250,9,S004
32,34,249,6,203,17,S003
32,35,863,2,188,20,S005
32,36,730,5,240,5,S004
32,37,811,7,312,17,S003
32,38,259,6,332,15,S005
32,40,366,3,493,12,S003
32,41,401,3,282,12,S005
32,42,345,7,350,18,S001
32,44,875,5,108,17,S001
32,45,638,7,178,7,S004
32,46,441,2,151,8,S002
32,47,780,6,485,24,S001
32,48,886,2,368,19,S002
32,49,760,3,325,19,S003
32,51,682,6,150,17,S003
32,52,307,7,285,13,S002
32,54,425,2,133,14,S004
32,55,872,4,390,16,S005
32,56,830,5,329,18,S002
32,58,860,5,230,5,S002
32,59,861,4,219,18,S002
32,60,631,3,425,18,S002
32,67,854,6,346,12,S002
32,71,618,5,291,20,S004
32,72,654,4,422,18,S001
32,74,359,7,309,5,S005
32,77,722,4,202,20,S001
32,78,849,3,428,22,S002
32,79,789,3,471,11,S001
32,80,276,2,232,19,S004
32,81,708,5,422,21,S003
32,82,640,2,238,23,S001
32,83,453,4,220,17,S005
32,85,969,6,193,13,S004
32,87,519,6,228,19,S003
32,90,462,3,190,7,S004
32,91,796,6,191,5,S002
32,92,857,6,162,20,S003
32,93,753,6,128,12,S005
32,94,573,4,309,17,S003
32,95,836,6,111,12,S005
32,96,366,7,432,21,S002
32,97,952,6,396,18,S005
32,98,658,6,229,11,S004
32,99,479,2,392,19,S001
33,1,899,4,272,20,S004
33,2,501,3,307,23,S004
33,3,730,2,123,10,S003
33,4,779,5,198,5,S002
33,5,417,4,455,16,S001
33,6,301,7,238,22,S005
33,7,753,4,413,20,S003
33,8,487,5,273,16,S002
33,9,366,5,128,24,S001
33,10,820,5,242,17,S004
33,11,235,3,415,12,S002
33,12,943,6,450,5,S002
33,13,940,4,141,11,S002
33,14,552,6,398,19,S004
33,16,875,6,307,17,S005
33,17,272,7,429,17,S003
33,18,847,5,291,13,S005
33,20,552,3,259,19,S001
33,21,269,7,163,8,S003
33,22,624,2,342,17,S001
33,23,907,3,357,16,S004
33,24,980,6,251,9,S005
33,25,760,3,314,11,S002
33,26,841,5,421,12,S003
33,27,716,2,265,9,S002
33,31,627,5,130,13,S001
33,32,738,2,470,18,S002
33,33,359,7,331,16,S002
33,34,348,6,381,8,S004
33,35,975,2,128,24,S004
33,36,429,2,294,12,S005
33,38,911,2,433,21,S001
33,40,761,3,355,12,S004
33,41,266,7,380,5,S004
33,42,580,3,403,24,S005
33,44,257,6,420,6,S003
33,46,458,2,422,8,S005
33,49,541,7,445,5,S002
33,52,329,7,492,11,S002
33,55,926,4,393,5,S004
33,56,371,6,186,13,S004
33,59,969,7,248,7,S005
33,60,813,2,348,16,S005
33,67,408,2,420,23,S001
33,71,553,7,382,19,S002
33,72,670,3,461,20,S005
33,74,997,6,478,14,S003
33,79,315,2,297,10,S001
33,80,463,7,143,21,S005
33,81,861,2,455,21,S004
33,82,641,7,127,23,S005
33,83,747,6,116,22,S004
33,87,652,7,226,15,S004
33,90,676,4,478,11,S002
33,91,486,7,267,14,S002
33,92,502,7,343,11,S005
33,93,510,6,486,9,S005
33,94,407,7,175,16,S003
33,95,817,6,330,20,S001
33,96,645,4,303,22,S001
33,97,869,6,347,7,S005
33,98,832,2,401,24,S002
33,99,254,6,313,19,S003
34,1,211,4,314,9,S001
34,2,856,5,257,17,S005
34,3,599,7,168,23,S002
34,4,847,6,492,16,S002
34,5,714,7,184,9,S002
34,6,855,3,366,10,S004
34,7,741,2,168,11,S002
34,8,436,2,198,14,S005
34,9,478,3,446,20,S003
34,10,547,3,315,12,S005
34,11,826,6,260,13,S002
34,12,303,3,193,8,S003
34,13,829,5,273,12,S001
34,14,716,7,264,11,S001
34,16,447,7,214,19,S005
34,17,563,4,319,7,S003
34,18,520,3,130,21,S005
34,19,832,3,110,15,S003
34,20,485,5,442,13,S003
34,21,348,2,476,9,S005
34,22,283,2,229,14,S003
34,23,605,7,204,19,S002
34,24,655,7,126,18,S003
34,25,942,6,326,8,S003
34,26,999,5,101,24,S005
34,27,360,4,458,6,S001
34,28,983,4,200,16,S004
34,29,659,5,120,5,S003
34,30,749,4,157,24,S004
34,31,699,2,488,9,S003
34,32,937,4,279,10,S005
34,33,708,4,440,15,S005
34,34,853,5,448,12,S003
34,35,680,5,119,11,S005
34,36,862,4,354,8,S005
34,37,313,3,416,10,S003
34,38,948,5,137,20,S001
34,40,777,6,247,24,S003
34,41,560,6,124,19,S001
34,42,540,2,485,18,S005
34,44,969,4,220,16,S001
34,45,960,3,125,16,S005
34,46,648,2,268,20,S001
34,47,379,4,422,19,S001
34,48,901,5,324,17,S003
34,49,606,6,100,15,S001
34,51,865,7,406,21,S005
34,52,395,3,360,19,S003
34,54,665,7,112,18,S001
34,55,510,6,495,14,S003
34,56,461,7,147,16,S004
34,58,618,5,412,20,S003
34,59,605,4,470,19,S004
34,60,342,5,390,14,S004
34,65,541,7,431,8,S003
34,67,515,5,193,13,S005
34,71,300,6,360,24,S005
34,72,443,3,377,13,S005
34,74,689,5,458,24,S002
34,77,211,6,304,15,S004
34,78,438,3,284,15,S003
34,79,760,4,274,11,S005
34,80,241,7,486,14,S005
34,81,877,4,479,8,S003
34,82,793,2,408,9,S004
34,83,628,6,168,9,S003
34,85,357,3,203,15,S002
34,87,415,5,345,13,S002
34,90,869,4,260,20,S003
34,91,661,3,299,13,S004
34,92,333,6,315,8,S005
34,93,266,2,311,6,S002
34,94,206,4,115,18,S002
34,95,725,7,471,7,S004
34,96,272,3,431,22,S002
34,97,598,7,304,10,S002
34,98,604,3,464,15,S004
34,99,874,3,138,22,S003
35,1,777,6,188,16,S005
35,2,329,6,355,9,S005
35,3,665,6,353,13,S002
35,4,405,5,315,24,S005
35,5,987,3,467,22,S003
35,6,967,4,402,23,S002
35,7,465,7,271,7,S005
35,8,736,6,236,13,S001
35,9,992,6,483,8,S001
35,10,452,7,277,21,S001
35,11,488,7,176,21,S001
35,12,363,3,287,6,S001
35,13,294,6,114,13,S002
35,14,981,7,391,13,S004
35,16,309,5,418,9,S004
35,17,535,5,424,19,S002
35,18,437,6,313,19,S002
35,19,580,7,307,7,S003
35,20,635,3,268,23,S004
35,21,682,3,429,7,S001
35,22,224,3,379,10,S002
35,23,852,2,404,8,S001
35,24,316,6,245,17,S004
35,25,681,3,362,17,S005
35,26,591,5,103,15,S005
35,27,736,7,189,9,S002
35,28,278,4,159,5,S003
35,29,779,4,410,13,S001
35,30,372,3,115,21,S002
35,31,211,4,326,5,S003
35,32,999,4,128,7,S001
35,33,327,2,250,19,S004
35,34,807,5,344,14,S005
35,35,291,5,369,12,S003
35,36,852,2,178,16,S001
35,38,742,2,388,19,S002
35,40,731,4,252,13,S001
35,41,857,6,376,14,S002
35,42,646,7,378,24,S005
35,44,589,7,156,13,S005
35,45,871,4,285,19,S001
35,46,242,7,497,5,S001
35,47,453,2,192,6,S002
35,49,329,5,375,23,S002
35,51,259,7,257,18,S003
35,52,862,4,374,12,S003
35,54,666,6,280,10,S003
35,55,486,4,458,16,S001
35,56,716,3,176,19,S003
35,58,666,4,250,18,S001
35,59,977,2,337,5,S005
35,60,544,5,388,15,S004
35,67,841,5,330,7,S005
35,71,581,7,117,23,S001
35,72,978,2,172,22,S001
35,74,889,3,288,24,S004
35,77,452,2,116,6,S002
35,78,255,4,118,11,S002
35,79,662,2,318,12,S002
35,80,656,2,425,23,S003
35,81,282,3,219,19,S002
35,82,298,4,200,14,S003
35,83,348,6,133,5,S003
35,85,528,6,183,10,S002
35,87,355,5,295,17,S002
35,90,389,7,429,18,S004
35,91,693,2,301,7,S004
35,92,462,5,443,15,S003
35,93,279,3,440,7,S004
35,94,599,6,110,23,S003
35,95,963,2,446,14,S001
35,96,808,3,499,19,S003
35,97,459,7,317,15,S003
35,98,971,3,352,19,S004
36,1,814,2,321,17,S001
36,2,751,7,482,9,S005
36,3,984,3,468,8,S005
36,4,300,7,179,17,S005
36,5,558,2,106,13,S001
36,6,579,2,371,21,S002
36,7,420,7,326,6,S001
36,8,619,4,115,9,S004
36,9,323,5,111,20,S003
36,10,621,3,390,11,S003
36,11,430,3,340,5,S004
36,12,889,4,120,16,S004
36,13,262,4,277,15,S003
36,14,684,4,327,16,S002
36,16,827,6,372,23,S002
36,17,902,6,387,16,S002
36,18,773,7,396,16,S004
36,20,967,6,233,18,S003
36,21,682,2,382,6,S003
36,22,718,7,252,6,S003
36,23,354,3,165,8,S001
36,24,291,5,236,24,S001
36,25,725,2,191,20,S005
36,26,654,3,416,14,S001
36,29,940,3,358,17,S002
36,31,797,7,202,6,S002
36,32,844,4,154,7,S002
36,33,709,4,356,23,S002
36,34,382,2,200,10,S005
36,36,585,4,297,23,S002
36,38,773,3,400,24,S004
36,40,930,4,325,23,S004
36,41,604,6,336,12,S004
36,42,445,4,125,18,S001
36,44,941,3,220,14,S003
36,46,790,7,497,7,S005
36,49,860,2,281,10,S004
36,52,849,5,298,19,S004
36,55,670,4,401,22,S002
36,56,622,3,354,18,S004
36,59,264,5,221,23,S002
36,60,212,5,130,14,S002
36,67,412,6,414,19,S003
36,71,441,5,384,8,S001
36,72,692,7,205,6,S002
36,74,412,3,323,7,S002
36,79,892,3,372,11,S003
36,80,537,4,497,20,S002
36,81,372,4,331,14,S005
36,82,871,4,355,23,S001
36,83,363,7,123,21,S005
36,85,664,5,208,23,S004
36,87,696,5,290,9,S001
36,90,899,6,446,24,S004
36,91,594,7,124,17,S002
36,92,902,4,286,17,S003
36,93,507,2,387,15,S005
36,94,967,6,215,15,S004
36,95,382,2,437,20,S002
36,96,828,5,465,19,S005
36,97,993,6,136,21,S005
36,98,709,6,381,22,S004
36,99,907,3,236,23,S002
37,1,745,5,326,8,S003
37,2,763,5,419,9,S004
37,3,823,7,427,11,S005
37,4,963,6,281,6,S005
37,5,793,5,461,5,S001
37,6,943,6,185,16,S002
37,7,426,7,152,14,S001
37,8,944,7,447,12,S003
37,9,932,3,454,5,S004
37,10,635,6,334,16,S005
37,11,621,5,366,6,S002
37,12,753,5,386,14,S005
37,13,220,6,199,21,S001
37,14,753,6,186,7,S001
37,16,596,6,495,11,S004
37,17,824,4,114,16,S002
37,18,304,5,200,12,S002
37,20,391,7,264,24,S004
37,21,216,5,128,16,S001
37,22,319,4,213,7,S001
37,23,592,6,206,21,S001
37,24,624,3,463,13,S005
37,25,328,6,229,14,S003
37,26,329,6,183,10,S001
37,27,771,4,370,5,S003
37,28,759,5,343,16,S003
37,31,228,6,487,9,S002
37,32,296,5,313,17,S004
37,33,209,2,405,19,S005
37,38,441,7,265,15,S003
37,40,431,5,378,12,S005
37,41,988,3,158,9,S002
37,42,483,7,189,6,S001
37,44,914,3,470,16,S003
37,46,958,6,430,6,S004
37,49,975,7,293,20,S002
37,52,925,5,222,7,S005
37,55,399,7,235,14,S001
37,56,278,6,238,23,S005
37,59,372,4,328,12,S004
37,60,666,3,373,11,S003
37,67,780,6,149,5,S004
37,71,615,4,497,16,S005
37,72,648,7,217,9,S005
37,74,286,7,301,20,S004
37,79,300,6,492,8,S004
37,80,207,5,494,21,S004
37,81,399,7,290,6,S001
37,82,704,5,463,16,S005
37,83,286,5,422,5,S002
37,85,242,5,280,16,S001
37,87,584,2,177,16,S001
37,90,820,4,174,16,S001
37,91,634,4,394,23,S002
37,92,607,7,380,21,S004
37,93,682,7,120,24,S005
37,94,863,5,493,15,S003
37,95,216,2,270,17,S003
37,96,844,5,114,12,S005
37,97,347,2,310,14,S002
37,98,476,5,147,12,S003
37,99,431,3,185,24,S001
38,1,565,3,248,12,S003
38,2,427,6,287,13,S005
38,3,850,5,471,11,S001
38,4,635,7,405,18,S003
38,5,598,4,250,6,S005
38,6,410,6,240,15,S002
38,7,590,7,168,12,S005
